"query","restaurant_name","restaurant_id","label","reason","district","cuisines","source"
"Mình muốn tìm quán món Việt ở quận 1 phù hợp giới manager","Việt Trung - Quán Ăn Gia Đình","184925","0","Không phải quận 1 mà ở quận Tân Phú.","Quận Tân Phú","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Quán Chay 577","714641","0","Quán ở quận 7 không phải quận 5; review tiêu cực","Quận 7","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Cái Gì Đó Coffee","268488","0","Quán không ở quận 5, giá không mềm, review xấu","Quận 1","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Mãn Tự Vegan - Quán Chay","698463","0","Không ở quận 5, tuy có review tốt nhưng vị trí không phù hợp","Quận 1","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Quán Chay 103","316252","0","Không ở quận 5, review trung bình, không hợp vị trí yêu cầu","Quận 1","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Nhà Hàng Chay Thực Dưỡng - HomeFood","976022","0","Quán ở quận 1, không phải quận 5; review kém","Quận 1","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Quán Chay 112","731748","0","Ở quận 8, không phù hợp vị trí; đánh giá kém","Quận 8","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Nhà Hàng Thuần Chay & Cà Phê Đất Lành","899208","0","Không thuộc quận 5, không có review tốt","Quận 10","Món Việt || Món Á || Món Âu","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Choya - Lounge & Coffee ","990308","0","Không phải quán chay, không ở quận 5","Quận 3","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Cơm Chay Đức Lương","280396","0","Không ở quận 5; không có review tốt","Quận 11","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Nhà Hàng Chay Sala","697010","3","Ở quận 5, là quán chay, giá mềm ở mức vừa phải, đánh giá trung bình","Quận 5","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Bạch Liên - Quán Chay & Coffee","1056196","0","Không ở quận 5; không có review, giá phù hợp nhưng vị trí không đúng","Quận 3","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Quán Chay 235","679216","0","Không thuộc quận 5; review tốt nhưng vị trí không phù hợp","Quận 3","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Above Three - Brew & Chill","869608","0","Không phải quán chay chính và không ở quận 5","Quận 1","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","Quán Cơm Chay 208","724354","0","Không ở quận 5 và không có review tốt","Quận 6","Món Việt","pinecone"
"Cho mình một quán chay ở quận 5 được đánh giá tốt và giá mềm","An An - Ẩm Thực Chay","697161","0","Không ở quận 5, không có đánh giá tốt","Quận 7","Món Việt","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","Niche - Nhà Hàng Âu Á","271161","2","Món Âu không rõ ràng, quận 2 đúng, không có đặt bàn.","Quận 2","Quốc tế","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","Nhà Hàng Twenty One - Ẩm Thực Á Âu","238494","1","Không thuộc quận 2, có đặt bàn, món Âu có chung với món Á.","Quận 3","Món Á || Món Âu","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","La Chola De Lima","708045","1","Quận không đúng, món Âu đúng, không có đặt bàn.","Quận 1","Món Âu","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","Quán Backstage Fusion - Món Ăn Âu","206119","1","Quận không đúng, món Âu có chung với món Việt, có đặt bàn.","Quận 3","Món Việt || Món Âu","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","Nhà Hàng Hương Thời Gian - Ẩm Thực Á & Âu","230399","1","Quận 2 đúng, món Âu không chính, không có đặt bàn.","Quận 2","Món Việt || Quốc tế","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","Trung Tâm Hội Nghị 272","42716","1","Quận không đúng, món Âu có chung với món khác, không đặt bàn.","Quận 3","Món Việt || Món Á || Món Âu","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","The Greenhouse - Pizza, Pasta & Salad","974252","0","Quận không đúng, không phải món Âu, không đặt bàn.","Quận 7","Món Việt","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","Dailo's Kitchen & Bar - Ẩm Thực Âu","933090","1","Quận không đúng, món Âu đúng, không đặt bàn.","Quận 1","Món Âu","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","Nhà Hàng Sonate - Ẩm Thực Á Âu","236411","1","Quận không đúng, món Âu có chung với món Á, có đặt bàn.","Quận 3","Món Á || Món Âu","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","FEURO - International Food - Đường Số 47","1029817","3","Món Âu chính, quận 2 đúng, không có đặt bàn, không gian đẹp.","Quận 2","Món Âu","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","Sozo - Cafe & Nhà Hàng Tây Âu","231736","2","Món Âu đúng, quận 2 đúng, không đặt bàn, không gian dữ liệu thiếu.","Quận 2","Món Âu","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","The Place - Món Âu","122704","1","Quận không đúng, món Âu có chung với Việt, không đặt bàn.","Quận 1","Món Việt || Món Âu","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","Trung Tâm Đặt Tiệc Anh Thư","38622","0","Quận không đúng, không có món Âu, không đặt bàn.","Quận 8","Món Việt","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","Pergola - Cafe Nhà Hàng Sân Vườn","342","2","Món Âu đúng, không gian đẹp, không đặt bàn, quận không đúng.","Quận Phú Nhuận","Món Âu","pinecone"
"Mình cần nhà hàng món Âu ở quận 2 không gian đẹp, dễ đặt bàn và phù hợp đi tối thứ bảy","Amun Restaurant & Lounge","749572","0","Món Ả Rập, không phải món Âu, không ở quận 2.","Quận 1","Ả Rập","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Hương Vị Huế - Đặc sản Huế - Hoàng Quốc Việt","1000061178","1","Cuisines không phải món Huế, quán ở quận 7 không phải quận 8","Quận 7","Món Miền Trung","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Sen Dừa Huế - Phạm Ngũ Lão","932989","1","Quán món Huế nhưng ở Quận 1, không phải Quận 8","Quận 1","Món Huế","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Quán Huế O Lem - Món Huế - Đường Số 38","1030374","1","Quán không chuyên món Huế và ở Quận 7, không đúng quận","Quận 7","Món Việt","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Chị Huệ - Gỏi Cuốn Và Trà Đào","940233","0","Không phải món Huế, quận 10 khác quận 8","Quận 10","Món Việt","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Món Huế Chị Hường","1025150","1","Quán món Huế nhưng ở Quận Bình Tân, không phải quận 8","Quận Bình Tân","Món Huế","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Sạp Đá Me Thanh Xuân","1060856","0","Không phải món Huế, quận 10 khác quận 8","Quận 10","Món Việt","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Góc Huế An Tâm - Food Central Ngô Đức Kế","685689","1","Quán món Huế nhưng ở Quận 1, không đúng quận","Quận 1","Món Huế","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Hue Delights 4 - Ẩm Thực Huế - Vincom Landmark 81","764555","1","Quán món Huế nhưng ở Quận Bình Thạnh, không đúng quận","Quận Bình Thạnh","Món Huế","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Huế Thương - ĐHT11, Q12","1000047580","1","Cuisines không rõ món Huế và quận 12, không đúng quận","Quận 12","Món Miền Trung","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Bánh Lọc Huế - Shop Online","861525","1","Quán món Huế nhưng ở Quận 10, không đúng quận","Quận 10","Món Huế","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Larus Huynh - Yaourt & Kem Chuối - Đường Số 1","1000032942","0","Không chuyên món Huế và ở quận Gò Vấp","Quận Gò Vấp","Món Bắc || Món Miền Trung || Món Miền Nam","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Đá Me Quê Tôi - Phan Văn Trị","914084","0","Không phải món Huế, quận 5 khác quận 8","Quận 5","Món Việt","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Cô Chủ Nhỏ - Bánh Ép Huế & Chân Gà Ngũ Vị - Shop Online","941485","0","Không phải món Huế, quận 1 khác quận 8","Quận 1","Món Việt","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Há Cảo Xíu Mại - Âu Dương Lân","922918","2","Quán có món Huế không rõ, nhưng thuộc quận 8 và phù hợp sinh viên","Quận 8","Món Việt","pinecone"
"Có chỗ nào ở quận 8 bán món Huế mà hợp sinh viên không","Anh Người Huế - Đồ Ăn Vị Huế - Đường Số 27","1000064105","1","Cuisines món Miền Trung, không rõ món Huế, quận 7 không đúng quận","Quận 7","Món Miền Trung","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Món Ngon - Ăn Vặt - Shop Online","164913","1","Quán thuộc Gò Vấp nhưng không có giao tận nơi như query yêu cầu.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Xôi Ngon - Thống Nhất","932206","4","Quán đúng Gò Vấp, có giao tận nơi, chất lượng đánh giá Excellent phù hợp yêu cầu.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Xôi Phởn - Quang Trung","1043170","2","Quán ở Gò Vấp, có giao tận nơi nhưng không có đánh giá chất lượng.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Đặc Sản Nướng - Giao Hàng Tận Nơi","100154","1","Quán ở Gò Vấp nhưng không có giao tận nơi dù tên có nói giao.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Ăn Vặt Thèm Là Có","702046","1","Quán ở Gò Vấp nhưng không có giao tận nơi.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Phở Gò Vấp","207782","1","Quán ở Gò Vấp nhưng không có giao tận nơi.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Ăn Vặt Deli - Bún Bò Viên & Cơm Tấm","985724","4","Quán ở Gò Vấp, có giao tận nơi, chất lượng Excellent phù hợp yêu cầu.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Cô Cúc - Bún Chả Giò","713542","2","Quán ở Gò Vấp, có giao tận nơi nhưng chưa có đánh giá chất lượng.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Hủ Tiếu, Bánh Canh & Gỏi Cuốn","803595","2","Quán ở Gò Vấp, có giao tận nơi nhưng chưa có đánh giá chất lượng.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Quán Dì Xíu","780238","1","Quán ở Gò Vấp nhưng không có giao tận nơi.","Quận Gò Vấp","Món Miền Trung","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Cháo Lòng, Bánh Canh & Gỏi Cuốn","752907","2","Quán ở Gò Vấp, có giao tận nơi nhưng thiếu dữ liệu về chất lượng.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Khu Ăn Uống Chợ Gò Vấp","179279","1","Quán ở Gò Vấp nhưng không có giao tận nơi.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Ghiền - Mì Trộn Indomie, Há Cảo Hấp & Trà Bí Đao - Trần Bá Giao","1000055486","2","Quán ở Gò Vấp, có giao tận nơi nhưng không có đánh giá chất lượng.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Phở Minh Tâm","175750","1","Quán ở Gò Vấp nhưng không có giao tận nơi.","Quận Gò Vấp","Món Việt","pinecone"
"Gợi ý quán ăn ở Gò Vấp giao tận nơi và chất lượng ổn","Ăn Vặt Tuấn Gò Vấp - Phan Văn Trị","1058021","1","Quán ở Gò Vấp nhưng không có giao tận nơi.","Quận Gò Vấp","Món Việt","pinecone"
"Ở quận 11 có quán món Trung Hoa nào nhiều lượt yêu thích không","Quán Ăn Trung Hoa","739826","0","Không thuộc Quận 11, vị trí không phù hợp.","Quận 7","Món Trung Hoa","pinecone"
"Ở quận 11 có quán món Trung Hoa nào nhiều lượt yêu thích không","Điểm Tâm Quảng - Món Ăn Trung Hoa","701670","4","Quán Trung Hoa, nằm ở Quận 11, có nhiều lượt xem, phù hợp yêu cầu.","Quận 11","Món Trung Hoa","pinecone"
